Supplier;Code;Description;Q;Cost Price;Cost * Q;Sales Pirce;Sales Price * Q
I84;F7985;I84 THROW HANDLOOM PATTA 127x177,8;7;7;50;50;350
I84;F7986;I84 THROW HANDLOOM JACQUARD STRIPE ( W/W ) 127x177,8;5;4;22;30;150
I84;F7987;I84 THROW HANDLOOM CHECK DESIGN 127x177,8;12;7;86;50;600
I84;F7988;I84 THROW HANDLOOM STRIPE 127x177,8;4;5;19;35;140
I84;F7989;I84 THROW HANDLOOM 127x177,8;3;5;14;35;105
I84;F7990;I84 THROW HANDLOOM STRIPE 127x177,8;1;6;6;40;40
I84;F7991;I84 THROW ( W/W ) 127x177,8;3;6;19;45;135
;;;;;;;
I84;F7992;I84 THROW ACRYLIC WOOL 127x167,64;2;14;27;100;200
I84;F7993;I84 THROW ACRYLIC WOOL MULTI 127x177,8;4;8;34;60;240
I84;F7994;I84 THROW HANDLOOM CHOKA DN. 127x177,8;5;7;36;50;250
I84;F7995;I84 THROW HANDLOOM STRIPE RESA WORK 127x177,8;5;7;36;50;250
I84;F7996;I84 THROW HANDLOOM STRIPE FUNDAWORK 127x177,8;3;7;22;50;150
I84;F7998;I84 THROW HANDLOOM SLUB WITH BIG FRINGE 127x177,8;25;9;220;65;1625
I84;F7999;I84 THROW COTTON DOUBLE GAUZ 127x177,8;8;14;109;100;800
I84;F8000;I84 THROW COTTON DOUBLE GAUZ STRIPE 127x177,8;13;14;176;100;1300
I84;F8002;I84 RUG COTTON BLOCK PRINT ( B/W ) 182,88x274,32;3;30;90;220;660
I84;F8003;I84 RUG COTTON BLOCK PRINT ( B/W ) 121,92x182,88;11;13;148;95;1045
I84;F8004;I84 RUG COTTON BLOCK PRINT ( B/W ) 91,44x152,4;7;8;59;60;420
I84;F8005;I84 RUG COTTON BLOCK PRINT ( INDIGO BLUE ) 152,4x243,84;3;26;77;185;555
I84;F8006;I84 RUG COTTON BLOCK PRINT ( INDIGO BLUE ) 182,88x274,32;1;34;34;255;255
I84;F8008;I84 RUG MOROCCAN DN. 121,92x182,88;3;31;93;230;690
I84;F8009;I84 RUG MOROCCAN DN. 121,92x182,88;1;31;31;230;230
I84;F8011;I84 RUG MOROCCAN DN. 121,92x182,88;2;31;62;230;460
I84;F8020;I84 POUF ROUND HANDLOOM FABRIC INSIDE THARMACOL BEANS 50,8x50,8x40,54;1;32;32;235;235
I84;F8021;I84 CUSHION COVER COMPUTER EMBD. ( MIX ASST. ) WITHOUT FILLER 45,72x45,72;31;5;144;30;930
;;;;;;;
I84;F8026;I84 PILLOW COVER RUG PLAIN WITH FOUR SIDE HAND WORK WITH VACCUME FILLER 35,56x55,88;1;6;6;40;40
B17;F8027;Β17 PILLOW COVER COTTON 50X50CM;10;11;106;55;550
B17;F8028;Β17 PILLOW COVER COTTON 50X50CM;12;11;127;55;660
B17;F8029;Β17 PILLOW COVER COTTON 50X50CM;5;12;58;60;300
B17;F8030;Β17 PILLOW COVER COTTON 50X50CM;4;11;42;55;220
B17;F8031;Β17 PILLOW COVER COTTON 50X50CM;10;11;106;55;550
B17;F8032;Β17 PILLOW COVER COTTON 50X50CM;4;12;46;60;240
B17;F8033;Β17 PILLOW COVER COTTON 50X50CM;1;12;12;60;60
B17;F8034;Β17 PILLOW COVER COTTON 50X30CM;5;8;42;45;225
B17;F8035;Β17 PILLOW COVER COTTON 50X30CM;10;8;80;40;400
B17;F8037;Β17 BLANKET COTTON;4;31;124;140;560
B17;F8038;Β17 PILLOW COVER COTTON 50X30CM;2;8;17;45;90
B17;F8039;Β17 BLANKET COTTON;5;33;164;180;900
B17;F8040;Β17 BLANKET COTTON;1;31;31;170;170
B17;F8041;Β17 PILLOW COVER COTTON 50X30CM;4;8;32;40;160
B17;F8042;Β17 PILLOW COVER COTTON 50X50CM;2;14;27;75;150
B17;F8043;Β17 PILLOW COVER COTTON 50X50CM;7;13;93;70;490
B17;F8044;Β17 BLANKET COTTON;4;31;124;170;680
B220;F8046;Β220 CUSHION COVER COTTON 50X50CM;6;11;64;55;330
;;;;;;;
B220;F8047;Β220 CUSHION COVER COTTON 40X60CM;8;12;92;60;480
B220;F8048;Β220 CUSHION COVER COTTON 50X50CM;6;11;64;55;330
B220;F8049;Β220 CUSHION COVER COTTON 50X50CM;10;11;106;55;550
B220;F8050;Β220 CUSHION COVER COTTON 40X60CM;9;11;95;55;495
B220;F8051;Β220 CUSHION COVER COTTON 60X60CM;2;13;27;70;140
B220;F8052;Β220 CUSHION COVER COTTON 30X50CM;10;10;97;50;500
B220;F8053;Β220 CUSHION COVER COTTON 50X50CM;6;11;64;55;330
B220;F8054;Β220 CUSHION COVER COTTON 40X40CM;10;9;89;45;450
B220;F8055;Β220 CUSHION COVER COTTON 50X50CM;9;11;95;55;495
B220;F8056;Β220 CUSHION COVER COTTON 30X50CM;6;10;58;50;300
B220;F8057;Β220 CUSHION COVER COTTON 50X50CM;8;11;85;55;440
B220;F8058;Β220 CUSHION COVER COTTON 30X50CM;8;9;71;45;360
B220;F8059;Β220 CUSHION COVER COTTON 50X50CM;8;12;92;60;480
B220;F8060;Β220 CUSHION COVER COTTON 60X60CM;11;12;136;65;715
B220;F8061;Β220 CUSHION COVER COTTON 40X60CM;7;12;81;60;420
B220;F8062;Β220 CUSHION COVER COTTON 40X40CM;12;9;106;45;540
B220;F8063;Β220 CUSHION COVER COTTON 40X60CM;5;11;53;55;275
B220;F8064;Β220 CUSHION COVER COTTON 50X50CM;9;11;95;55;495
B220;F8065;Β220 CUSHION COVER COTTON 50X50CM;9;11;95;55;495
;;;;;;;
B220;F8066;Β220 CUSHION COVER COTTON 50X50CM;6;12;69;60;360
B33;F8070;B33 KAFTANI DORA;50;9;450;55;2750
B33;F8076;B33 KAFTANI CHRIS;-25;17;-425;110;-2750
;F8077;D148 DUVET SUPER 80/20 FETHER;1;160;160;390;390
I120;F8078C01;I120 LINEN SHEER FABRIC AA5  300CM WIDTH COLOR01;1080;3;2884;0;0
I120;F8079C11;I120 BLACKOUT LINEN FABRIC 280CM WIDTH COLOR11;550;5;2558;0;0
I120;F8080C4;I120 SOFA FABRIC CODE 1558 280CM WIDTH COLOR4;537;5;2497;0;0
I241;F8081N;I241 RATTAN SYNTHETIC THATCH 1x20m Natural;12;219;2629;0;0
I241;F8082N;I241 TRUE RATTAN SHEET 60cmx15m Natural;15;113;1691;0;0
I48;F8083.1L80231;I48 PILLOW COVER L802-31 50x50;20;5;96;0;0
I48;F8083.1W2131995;I48 PILLOW COVER W2131-995 50x50;80;5;386;0;0
I48;F8083.1W3251018;I48 PILLOW COVER W3251-018 50x50;30;5;145;0;0
I48;F8083.2-152218;I48 PILLOW COVER 1522-18 40x60;20;6;118;0;0
I48;F8083.3-152218;I48 PILLOW COVER ROPE SEWING 1522-18 50x50;20;5;107;0;0
I48;F8083.3W2131995;I48 PILLOW COVER ROPE SEWING W2131-995 50x50;30;5;161;0;0
I48;F8084W2131995;I48 FABRIC CANVAS 50m/roll W2131-995width 1.5m;1000;6;5680;0;0
I48;F8084W3251018;I48 FABRIC CANVAS 50m/roll W3251-018 width 1.5m;200;6;1136;0;0
;FW0001;ΔΙΑΚΟΣΜΗΤΙΚΑ ΜΑΞΙΛΑΡΙΑ;12;20;240;42;504
D181;FW0006;D181  POUF JAMAICA;2;262;524;1100;2200
;;;;;;;
D181;FW0007;D181  POUF BARBADOS;1;92;92;472;472
D181;FW0008;D181  PLAIN;1;41;41;212;212
D182;FW0010;D182 DUVET COVER 240X220;2;101;202;400;800
;FW0016.1;D193 CUSHIONS FOR SUNBED;-4;202;-810;520;-2080
;FW0016.3;D193 CUSHIONS FOR SOFA;-1;347;-347;1200;-1200
;FW0019;D221 SEA TOWEL;53;7;360;39;2067
;G1027;SUNBED 2SEATER & CUSHION 140x200x15;1;0;0;1140;1140
B1;G1031BU;B1 TROLLEY TEAK BURNAMBER B24;4;110;440;430;1720
B5;G1044;B5 SUNBED RATTAN FOLDING & CUSHION 70x220x38;2;236;472;860;1720
;G1045N;SUNBED CASSA TEAK&INOX & CUSHION 76x210x28;1;168;168;1320;1320
B24;G1050N;B24 SUNBED PYC NATURAL & CUSHION 74x210x30;1;69;69;780;780
B14;G1083.2.2KH;B14 PUFF SUNBED 185x70 KHAKI;1;57;57;210;210
B14;G1084.2DBL;B14 PUFF CUBE 40x40 NAVY BLUE;12;15;174;45;540
B14;G1084DG;B14 PUFF CUBE 40x40 DARK GREY;17;15;251;45;765
B14;G1084G;B14 PUFF CUBE 40x40 GREY;11;18;201;45;495
B14;G1084TU;B14 PUFF CUBE 40x40 TURQUOISE;8;15;118;45;360
B14;G1085GR;B14 PUFF SOFA LOVESEAT 95x75x80 LIME;3;51;152;155;465
B29;G1087.1;B29 GLASTRA ME VOTSALO;6;9;54;28;168
B29;G1087.2;B29 GLASTRA ME VOTSALO;11;14;149;42;462
;;;;;;;
B29;G1087.3;B29 GLASTRA ME VOTSALO;13;4;55;58;754
B14;G1088C;B14 PUFF BIG BED 190x150 CREAM;24;80;1927;245;5880
B14;G1088G;B14 LAZY BED 190x150 GREY;19;80;1526;245;4655
B14;G1088GR;B14 PUFF BIG BED 190x150 LIME;1;80;80;245;245
B14;G1088R;B14 PUFF BIG BED 190x150 RED;4;80;321;245;980
B14;G1088TU;B14 PUFF BIG BED 190x150 TURQUOISE;6;80;482;245;1470
B14;G1089C;B14 SUNBED TRIANGLE 155x62 CREME;5;0;0;160;800
B14;G1089G;B14 SUNBED TRIANGLE 155x62 GREY;19;44;841;160;3040
B14;G1094DBL;B14 PUFF SINGLE CHAIR 50x75x70 NAVY BLUE;2;5;9;62;124
B14;G1095.1W;B14 PUFF SUNBED WITH BOLSTER 60x145;3;14;42;160;480
B14;G1096DBL;B14 PUFF SOFA WITH BELT NAVY BLUE;6;0;0;125;750
B178;G1103;B178 SWING TEAK 100x110x70;3;184;553;650;1950
A17;G1201DOL;A17 FLOATING LAZY MATRASS FOR POOL 90x170;14;17;234;48;672
I40;G1201G;I40 FLOATING LAZY MATRASS FOR POOL 90x170;11;17;184;48;528
I48;G1202DOL;I48 PUFF LAZY BEAN BAG 112x107x74;4;57;227;175;700
I48;G1205OL;I48 FLOATING LAZY SOFA FOR POOL 110x120x65;6;43;258;245;1470
I48;G1205TU;I48 FLOATING LAZY SOFA FOR POOL 110x120x65;23;43;988;245;5635
B158;G1210.1;B158 SUNBED BAMBOO 80x200x30;6;29;176;190;1140
B158;G1210.2;B158 SUNBED BAMBOO 120x220x30;1;56;56;260;260
;;;;;;;
B159;G1211.2;B159 SHOWER BASE 60x120;3;113;338;504;1512
B159;G1211.4;B159 SHOWER BASE 80x110;3;117;351;580;1740
B159;G1215;B159 SHOWER WITH OVAL BASE TEAK;1;145;145;0;0
D155;G1221;D155 SUNBED SLING;1;41;41;135;135
B169;G1226;B169 SUNBED WHEELS TEAK SKOUTAROS 200x60x38;12;109;1305;590;7080
B169;G1226CC;B169 CUSHION FOR SUNBED WHEELS;-3;45;-136;220;-660
B169;G1227;B169 SUNBED WW MIRINA 170x89x30;19;103;1957;820;15580
Ι48;G1227CC.L802-12;Ι48 3 CUSHIONS COVER FOR SUNBED MIRINA;6;37;220;170;1020
Ι48;G1227CC.L802-9;Ι48 3 CUSHIONS COVER  FOR SUNBED MIRINA;4;37;147;170;680
B171;G1229;B171 UMBRELLA TEAK F250 H200;8;65;518;355;2840
B171;G1230;B171 TROLLEY TEAK;3;50;149;295;885
B169;G1232;B169 SUNBED TEAK PARGA D. LEG 200x60;3;116;347;590;1770
B4;G1235.1;B4 STONE POT SMALL;6;21;126;165;990
B4;G1235.2;B4 POT STONE CARVED;8;21;168;165;1320
B4;G1236.2;B4 POT STONE SIMPLE BIG;1;34;34;215;215
B4;G1239;B4 GRADEN LAMP STONE;10;37;372;115;1150
B4;G1239C;B4 UMBRELLA BASE CEMENT BEIGE \_/;1;9;9;45;45
B169;G1241;B169 SUNBED TEAK PARGA 200x60;43;122;5261;634;27262
;G1241.1;B169 SUNBED TEAK PARGA WITH GAPS 200x60;12;0;0;634;7608
;;;;;;;
B169;G1241CC;B169 CUSHION FOR SUNBED TEAK PARGA 200x60x38;36;56;2019;240;8640
Ι48;G1241CC.FY05;Ι48 CUSHION COVER FOR SUNBED TEAK PARGA ΜΕ ΓΑΝΤΖΑΚΙΑ;33;21;707;170;5610
B169;G1241G;B169 CUSHION FOR SUNBED TEAK PARGA 200x59x7;36;78;2808;200;7200
I48;G1242FY05;I48 POUF 444 ABBESSES PEAR 99x80x94;3;26;78;280;840
I48;G1243C161;I48 PUFF SIMPLE CUSHION LIGHT GREY 115x140;2;75;151;279;558
I48;G1244L802-12;I48 POUF 722 75x180x32;32;67;2135;395;12640
I48;G1245FY05;I48 PUFF SOFA CORNER PALAIS 90x90x65;4;47;186;245;980
I48;G1247FY05;I48 PUFF SUNBED TRIP 70x88x60;26;55;1432;290;7540
I48;G1248FY05;I48 PUFF CHEVALERET 100x100x70;7;45;316;205;1435
I48;G1257C161;I48 PUFF498 90x180x60;2;0;0;175;350
B169;G1261;B169 SUNBED LOW TEAK ASSOS 200x80X10;3;157;470;684;2052
B169;G1261C.FY05;B169 CUSHION FOR SUNBED ASSOS LOW RECYCLED TEAK 142-48x60x25;4;62;247;280;1120
B169;G1267.1;B169 FENCE TEAK 100x100;5;47;233;235;1175
B169;G1267.2;B169 FENCE TEAK 125x160;1;92;92;450;450
B169;G1268;B169 TEAK 250x15x5;1;94;94;250;250
B169;G1271.11;B169 - OIK85 FRONT DOOR TOP - TEAK - BUNGALOWS 80x5x217;7;346;2422;2145;15015
B169;G1271.13;B169 - OIK85 FRONT DOOR TOP TEAK -  DISABLED BUNGALOWS 100x5x217;1;365;365;2265;2265
B169;G1271.15;B169 - OIK85 FRONT DOOR TEAK - BUILDING IB & SPA 90x5x215;4;350;1400;2170;8680
B169;G1271.16;B169 - OIK85 WC DOOR  TEAK - SPA 70x4x215;1;327;327;2030;2030
;;;;;;;
B169;G1271.25;B169 - OIK85 MAIN DOOR 96x5x220;2;353;706;2195;4390
B169;G1271.26;B169 - OIK85 MAIN DOOR 192x5x72;1;125;125;780;780
B169;G1271.2B;B169 FRONT DOOR TEAK 90x220;2;435;870;2155;4310
B169;G1272.10B;B169 STORAGE DOOR 75x4x215;1;412;412;2555;2555
B169;G1272.11N;B169 STORAGE DOOR 110x5x215;1;507;507;3145;3145
B169;G1272.2B;B169 STORAGE DOOR 70X4X215;3;281;844;1050;3150
B169;G1272.3W;B169 STORAGE DOOR 80x4x215;1;421;421;2615;2615
B169;G1272.4B;B169 STORAGE DOOR 90X4X215;4;426;1704;1090;4360
B169;G1272.4N;B169 STORAGE DOOR 90x4x215;1;430;430;2670;2670
B169;G1272.4W;B169 STORAGE DOOR 90X4X215;2;430;861;2670;5340
B169;G1272.6W;B169 STORAGE DOOR 80x220x4;2;380;760;1750;3500
B169;G1272.7W;B169 STORAGE DOOR 80x220x5;1;410;410;0;0
B169;G1272.9W;B169 STORAGE DOOR 82x5x2154;1;399;399;2225;2225
B169;G1273.10N;B169 MECH ROOM POOL DOOR 75x4x75;1;220;220;1365;1365
B169;G1273.11N;B169 MECH ROOM POOL DOOR 80x4x80;4;176;703;1480;5920
B169;G1273.12N;B169 MECH ROOM POOL DOOR 75x4x85;1;238;238;1480;1480
B169;G1273.12W;B169 MECH ROOM POOL DOOR 90x4x85;1;247;247;1535;1535
B169;G1273.1W;B169 MECH ROOM POOL DOOR 65X4X65;9;124;1120;350;3150
B169;G1273.2B;B169 MECH ROOM POOL DOOR 75X4X65;3;106;319;390;1170
;;;;;;;
B169;G1273.3W;B169 MECH ROOM POOL DOOR 85X4X65;3;141;423;440;1320
B169;G1273.4W;B169 MECH ROOM POOL DOOR 70x4x80;9;141;1271;1168;10513
B169;G1273.7W;B169 MECH ROOM POOL DOOR 75x65x4;1;164;164;1014;1014
B169;G1273.9N;B169 MECH ROOM POOL DOOR 95x4x95;4;222;888;1230;4920
I48;G1274FY05;I48 POUF 174 65x85x80;310;20;6302;395;122450
I48;G1275L802-9;I48 POUF 408 65x80x80;55;37;2060;245;13475
I48;G1276.1W21311995;I48 POUF 323 W2131-995 80x70x90;20;35;707;0;0
I48;G1276.2W21311995;I48 POUF 323 TWO SEATER W2131-995 160x70x90;10;55;552;0;0
I48;G1276L802-8;I48 POUF 323 80x70x90;38;37;1395;320;12160
I48;G1277L802-8;I48 POUF 296 60x40x35;24;20;476;95;2280
I48;G1277L802-9;I48 POUF 296 60x40x35;35;20;695;95;3325
I48;G1277W3251018;I48 POUF 296-BB W3251-018 60x50x30;30;27;804;0;0
I48;G1278FY05;I48 POUF 36 46x46x46;228;9;2111;52;11856
B169;G1279;B169 HAMMOCK STAND TEAK 300x60x120;5;309;1546;890;4450
B169;G1285;B169 UMBRELLA BASE;1;21;21;105;105
B169;G1290;B169 UMBRELLA TEMPLE STONE BASE F35 H45;2;62;124;314;628
B169;G1292;B169 REC. TEAK POOL SOFA 240x120x5;2;402;805;0;0
I157;G1296;I157 HANGING DAYBED COCOON RATTAN 79x78x176cm;3;832;2495;3450;10350
I150;G1297.2;I150 BAMBOO REED 200x500cm;-5;27;-134;105;-525
;;;;;;;
B169;G1300.2;B169 ROLLER BAMBOO SHADE W100 H300 cm;10;32;317;197;1967
B169;G1302;B169 DOOR GATE IN SET 120X220+180X230;1;659;659;4567;4567
B169;G1306;B169 GAZEBO WITH ORIZONTAL PLANKS HEADBOARD 180X200X200;1;1414;1414;7895;7895
B169;G1307;B169 UMBRELLA BASE CEMENT 45x45x46;119;68;8128;339;40341
B169;G1318N;B169 BEACH TENT TEAK 140x200x200;2;160;320;895;1790
B169;G1318WW;B169 BEACH TENT SET TEAK 60x40x45;2;160;320;895;1790
I248;G1324;I248 SUN UMBRELLA WITH MARBLE BASE 250x250 cm;1;236;236;1062;1062
I249;G1325;I249 RAZOR WIRE - CONCERTINA BTO-022 HOT-DIP GALVANIZED;3100;1;3317;0;0
B169;G1326.1;B169 EXTERIOR KITCHEN DOOR OIK5.2.2 54x3x73;4;45;181;255;1020
B169;G1326.2;B169 EXTERIOR KITCHEN DOOR OIK5.2.2 60x3x73;1;46;46;260;260
B169;G1326.3;B169 EXTERIOR KITCHEN DOOR OIK5.2.2276x3x10;1;55;55;305;305
B169;G1327;B169 HANDRAIL ROUND POLE OIK5.2.2 7x6x80;4;36;143;200;800
I48;G1329W3251018;I48 POUF 587-BB W3251-018 80x100x75;30;43;1283;0;0
I48;G1330W2131995;I48 POUF 584-BB-CAD W2131-995 80x80;15;37;550;0;0
I48;G1331W2131995;I48 POUF 586-BB-CAD W2131-995 120x80;15;50;743;0;0
I48;G1332W2131995;I48 POUF 593-BBW2131-995 75x100;10;27;273;0;0
I48;G1333W2131995;I48 POUF 508-BB W2131-995 100x110x90;10;34;338;0;0
I48;G1334W2131995;I48 POUF 553-BB W2131-995 160x95x82;10;59;589;0;0
I48;G1335.1W3251020;I48 POUF DECK PILLOW COVER W3251-020 30x60x15;24;3;64;0;0
;;;;;;;
I48;G1335.2W2131995;I48 POUF DECK TRIANGLE CUSHION W2131-995 140x35x30;12;14;165;0;0
I48;G1335.3W2131995;I48 POUF DECK BASE CUSHION W2131-995 140x170x15;12;36;431;0;0
I48;G1336.1W2131995;I48 POUF BACK CUSHION W2131-995 80x45x15;40;7;279;0;0
I48;G1336.2W2131995;I48 POUF BASE CUSHION W2131-995 205x85x10;3;30;90;0;0
I48;G1336.3W2131995;I48 POUF BASE CUSHION W2131-995 208x55x10;3;15;45;0;0
I48;G1336.4W2131995;I48 POUF BASE CUSHION W2131-995 208x65x10;3;30;90;0;0
I48;G1336.5W2131995;I48 POUF BASE CUSHION W2131-995 208x70x10;3;30;90;0;0
;G1337;D222 UMBRELLA KALAMI F250;2;111;222;650;1300
B169;H1015;B169 CEILING TEAKWOOD PANEL;-3;0;0;145;-435
I138;HD001B;I138 HAIR DRYER;76;11;812;40;3040
I138;IB001G;I138 IRONING BOARD;43;17;717;62;2666
I138;IN001B;I138 IRON;33;19;626;62;2046
I138;IN001W;I138 IRON;55;17;917;62;3410
B84;J3287;B84 SHOULDER BAG PYTHON BO;-1;111;-111;340;-340
B176;J8037;B176 BAG;4;15;62;45;180
B176;J8038.1;B176 BAG 33x11x24;13;10;126;35;455
B176;J8038.2;B176 BAG 37x15x26;13;9;115;45;585
B176;J8038.3;B176 BAG 40x20x28;12;8;97;65;780
;K1007;STROMA BONELLO  160X200;1;0;0;470;470
;;;;;;;
B158;K1023.1;B158 BED BAMBOO 90x200;5;28;141;310;1550
B151;K1028.1;B151 BED 2DR MANGO & FABRIC 90x190;1;141;141;1070;1070
B169;K1037;B169 BED FRAME NATURAL 160x200x100;4;214;856;1090;4360
B169;K1038.1;B169 BED TEAK HIDDEN LEGS 90x200x35;2;288;577;1296;2592
B169;K1038.4;B169 BED TEAK HIDDEN LEGS 190x208X35;-2;333;-666;1865;-3730
B169;K1038.5;B169 BED TEAK HIDDEN LEGS 170x208x35;20;310;6205;1395;27900
B169;K1038.6;B169 BED TEAK HIDDEN LEGS 95x208x35;2;231;463;1180;2360
B169;K1038.8;B169 BED TEAK HIDDEN LEGS 190x208x25;2;289;579;1490;2980
B169;K1038.9;B169 BED TEAK HIDDEN LEGS 190x200x35;1;296;296;1490;1490
B169;K1041.3;B169 HEADBOARD A SLATS 290x110;3;170;510;950;2850
B169;K1042.1;B169 HEADBOARD B RATTAN 110x100;7;121;846;595;4165
B169;K1042.2;B169 HEADBOARD B RATTAN 170x110;8;147;1178;1125;9000
B169;K1042.3;B169 HEADBOARD B RATTAN 260x110;13;195;2530;1085;14105
B169;K1042.5;B169 HEADBOARD RATTAN 190x110;1;166;166;1125;1125
B169;K1043;B169 HEADBOARD C GROOVES 170X110;2;123;247;780;1560
B169;K1043.2;B169 HEADBOARD C GROOVES 260x110;1;237;237;1330;1330
B169;K1044.1;B169 BUNK BED TEAK FOR MATRESS 100X200 220x110x200;4;255;1020;1715;6860
B169;K1044.2;B169 BUNK BED TEAK 198x98x190;8;570;4560;2565;20520
B169;K1046.1;B169 BED TEAKWOOD 200x90x35;3;261;782;760;2280
;;;;;;;
B169;K1046.2;B169 BED TEAKWOOD 200x160x35;10;305;3045;1300;13000
B169;K1047.1;B169 HEADBOARD RATTAN BLACK MATT FRAME 100x110;25;126;3142;620;15500
B169;K1047.2;B169 HEADBOARD RATTAN BLACK MATT FRAME 170x110;13;189;2452;1040;13520
B169;K1047.3;B169 HEADBOARD RATTAN BLACK MATT FRAME 260x110;8;208;1663;1155;9240
B169;K1047.5;B169 HEADBOARD RATTAN BLACK MATT FRAME 100x90;2;100;199;0;0
D99;K1050.1;D99 MATRESS LIFE STYLE COCO 160x200x25;1;285;285;1055;1055
D99;K1050.2;D99 MATRESS LIFE STYLE COCO 180x200x25;1;305;305;1005;1005
D99;K1050.3;D99 MATRESS LIFE STYLE COCO 80/90x200x25;3;183;549;820;2460
D34;K1053.1T;D34 BED HRA 90x200;-2;230;-460;1160;-2320
;K1053.2;BED HRA 180X200;1;264;264;1380;1380
D34;K1053S;D34 BED HRA 180x210x110;-1;300;-300;1190;-1190
D34;K1053T;D34 BED HRA 160X210X110;3;260;780;1380;4140
D32;K1054.2;D32 MATRESS IASON 90x200x20;5;314;1571;790;3950
D32;K1054.3;D32 MATRESS IASON 160x200x20;9;554;4990;1120;10080
D32;K1054.4;D32 MATRESS IASON 180x200x20;2;652;1304;1320;2640
D99;K1055;D99 MATTRESS CAPITONE 75x184x14;6;65;390;178;1068
;K1055.1;D99 MATTRESS CAPITONE 90X200;5;72;360;220;1100
;K1056.2;D34 BASE BOX 160x20x30;-4;0;0;655;-2620
D99;K1058;D99 MATRESS EXP-SEN 90-110x200x22;4;106;424;550;2200
;;;;;;;
I125;K1061.1;I125 MATRESS 160x200x25;60;102;6137;385;23100
I125;K1061.2;I125 MATRESS 180x200x25;15;104;1554;385;5775
I125;K1061.3;I125 MATRESS 90x200x25;15;65;977;265;3975
B169;K1064.2;B169 BED with HEADBOARD ROPE 172x212x140 for mattress 160x200;2;433;867;1980;3960
;K1066.1;B169 BED BASE TEAK MINIMAL 184x204x35 for mattress 180x200;1;433;433;1850;1850
B169;K1066.2;B169 BED BASE TEAK MINIMAL 164x204x35 for mattress 160x200;3;372;1116;1450;4350
B169;K1067.2;B169 HEADBOARD recycl. TEAK & RATTAN with oriz. plank 330x110x3cm;2;0;0;1300;2600
D75;K1070.2;D75 BED MATISSE 180X200;1;410;410;1740;1740
D32;K1074.2;D32 MATRESS TOPPER ΙΒΙΣΚΟΣ 180x200;1;527;527;1120;1120
D32;K1074.3;D32 MATRESS TOPPER ΙΒΙΣΚΟΣ 160x200;1;301;301;960;960
B169;K1087;B169 HEADBOARD TEAK 185x5.5x105;1;238;238;1330;1330
B169;K1089;B169 OIK85 HEADBOARD COVER SET  4 PCS 320x17x122,5;3;647;1942;3615;10845
B206;K1090;B206 HEADBAORD TEAK 160x8x200;4;229;916;1280;5120
I147;KT001B;I147 KETTLE 0.8L;18;15;262;48;864
D75;KW0000;D75 BED BASE BOX 90-100X200X30;26;140;3640;750;19500
;KW0000.1;D75 BED BASE BOX 150-180X200X30;-7;260;-1820;1250;-8750
D178;KW0001;D178 BED;-2;0;0;1500;-3000
D75;KW0002;D75 HEADBOARD 160-180X110;-2;185;-370;890;-1780
;L1009;LAMP WALL;3;2;5;20;60
;;;;;;;
;L1029;LAMP SAVOIE FLAX POIVRE;1;30;30;90;90
I52;L1035;I52 TABLE LAMP CEMENT BASE H58;19;22;424;88;1672
I52;L1036;I52 TABLE LAMP CEMENT BASE H27;3;9;26;34;102
I52;L1037;I52 PENDANT LAMP CONCRETE F6x10;13;24;307;95;1235
I52;L1038;I52 PENDANT LAMP CONCRETE + LONG BULB F14.5x2;1;15;15;59;59
I52;L1039;I52 TABLE LAMP CEMENT BASE SQUARES + LONG BU;19;11;212;55;1045
I52;L1040;I52 TABLE LAMP CEMENT BASE + ROUND BULB 10x1;1;11;11;45;45
I52;L1041;I52 PENDANT LAMP CONCRETE & WOOD + ROUND B;2;17;34;69;138
I52;L1042;I52 TABLE LAMP CERAMIC BASE H53;18;28;496;115;2070
I52;L1043;I52 TABLE LAMP CERAMIC BASE H53;26;37;955;145;3770
I52;L1044;I52 PENDANT LAMP CERAMIC F23.5x35;35;16;551;68;2380
I52;L1045;I52 TABLE LAMP CEMENT + LONG BULB 14x9x31.5;34;17;580;68;2312
I52;L1046;I52 TABLE LAMP CEMENT + ROUND BULB 19.5x9x23;16;17;273;68;1088
I52;L1047;I52 BULB EDISON TEAR DROP;20;2;39;8;160
I52;L1048;I52 BULB EDISON ROUND;10;2;20;8;80
D4;L1055.1;D4 CANDLE HOLDER LACE GREY / WHITE SMALL;1;2;2;10;10
D4;L1055.3;D4 CANDLE HOLDER LACE GREY / WHITE BIG;1;6;6;28;28
D4;L1059;D4 CANDLE HOLDER PEBBLE GREEN / ORANGE;1;3;3;12;12
P6;L1066;P6 TABLE LAMP SQUARE BASE H48;1;7;7;28;28
;;;;;;;
D4;L1072.1;D4 T-LIGHT BLUE MOSAIC SMALL;4;2;7;8;32
D4;L1072.2;D4 T-LIGHT BLUE MOSAIC MEDIUM;2;3;7;15;30
D4;L1073;D4 T-LIGHT GOLD;1;2;2;12;12
I44;L1077.1;I44 T-LIGHT ROUND METAL F12x14.5;82;4;305;14;1148
I44;L1077.2;I44 T-LIGHT ROUND METAL F12x25;83;3;231;18;1494
I44;L1078;I44 LANTERN METAL WHITE F12x15;33;5;150;18;594
I44;L1079;I44 LANTERN METAL WHITE WITH ROPE HANDLE;5;5;23;18;90
I44;L1080;I44 LANTERN ROUND WHITE F20x24;19;7;131;27;513
